X_cal,Y_cal,Z_cal
0.3072319404764223,-1.3778502547462834,-0.7569757278959974
0.3823252906625211,-1.158240448615711,-0.6722097059188262
0.31108728023626186,-0.9213951507199711,-0.5366752008229166
0.07852707928882349,-0.8338997828006361,-0.4268224117243064
-0.1291821768870593,-0.8373861079381115,-0.36830928697458476
-0.3331502094019588,-0.8937143589045929,-0.33651479360809156
-0.2696390540406688,-1.043256868484245,-0.42746270447133905
-0.189810333387585,-1.2029507481876107,-0.5280687454377295
-0.13398938249837186,-1.2895258317725664,-0.5862535348755489
0.050841422223587444,-1.3412153763218524,-0.6649111430656592
0.23708205819612002,-1.333820338051398,-0.7153081287923896
0.47131772368657393,-1.3548665039665848,-0.7934153174171054
0.6919364554655072,-1.35229820258855,-0.8561220002513681
0.6774763467463014,-1.3108208383569278,-0.8318030816405977
0.5533468295663019,-1.2423508696989656,-0.7625987319434663
0.4042261111444336,-1.1765888322966491,-0.6874678966136162
0.15419834644108357,-1.1329645318952901,-0.5938247136254025
-0.10617851875535689,-1.168648734877439,-0.5356587755815072
-0.2656066021110558,-1.3110080330673275,-0.5585031758784132
-0.24475162882057125,-1.4586874153604867,-0.6361916129691177
-0.07399572320923288,-1.5501624556281484,-0.7300656170042724
0.19553905385218961,-1.5537129022998641,-0.8099232173407296
0.7479760489771852,-1.498331856391137,-0.9432150744626885
0.8250573175243688,-1.4381985311680099,-0.9363909825587483
0.7249722207011323,-1.4671827209498496,-0.921431357197422
0.4661871787848376,-1.478905549008498,-0.8520896086564139
0.1722124316809821,-1.3877966356704137,-0.7226687051195866
-0.05809476300819825,-1.2590795818697378,-0.5934737063779139
-0.2134695441357632,-1.1867594496978067,-0.513359335557739
-0.2292977485462824,-1.3331795004946219,-0.579799030092786
-0.09235273710318735,-1.5362138717161027,-0.7179834634424896
0.23331489927024845,-1.6589315372799884,-0.871914222058113
0.6323592311227769,-1.6930093141131324,-1.0041257301938016
0.8788072541848964,-1.6011185085305466,-1.0310027936058972
0.8459797914946509,-1.6368511121103089,-1.038818457024594
0.7376944491638923,-1.6286135584237846,-1.0034313567821485
0.23070244852394334,-1.5410507296517748,-0.8139621639380655
-0.04020605459042915,-1.4275866805168127,-0.6803894971664429
-0.19315617750724862,-1.4403266220832118,-0.6422344642607221
-0.14586352113143003,-1.5505488526223765,-0.709412237327999
0.15773727316924238,-1.8264473923773366,-0.9312569372722976
0.6742615098104038,-1.9323327348722608,-1.132370680750228
0.9398942967307101,-1.8589344919762476,-1.17379052826047
0.9110994561144281,-1.862304768641052,-1.1670808917445845
0.7143110416408912,-1.8140125805241833,-1.08658600464205
0.49340036605370863,-1.7084515870418036,-0.9713240914198185
0.188691308848178,-1.615388317137229,-0.8378451183714957
-0.08871057974852656,-1.6182247064618822,-0.7588141025185461
-0.21783492493104784,-1.6689602362504514,-0.7459955091751295
-0.19357186195182,-1.8258729649078846,-0.8291485182844351
0.04339583060108147,-2.053427417585691,-1.0082280574955274
0.39083437106320207,-2.1970245394195405,-1.1786134499308614
0.4805703673933484,-2.247348853021209,-1.2290503202365064
0.39075653030631935,-2.2372098924938313,-1.1980911481469694
0.2962071526079547,-2.147880737630556,-1.1273256844555264
0.25481419941615335,-1.989591578238756,-1.0385116969906678
0.286740610956382,-1.9006442712416844,-1.0045884574211397
0.36453896214950154,-1.8788287817225697,-1.0165211872677384
0.41317323355647606,-1.985773174686515,-1.0824659101323708
0.35220105761135606,-2.2055542395903336,-1.1713888831163592
0.40387489507683066,-2.3403416408431466,-1.2517531978976344
0.4398556996357316,-2.4233819986930136,-1.3024695106225836
0.38607474274394826,-2.533937676500769,-1.340507906349183
0.2841218492710384,-2.6854064121139474,-1.3844258050867337
0.2635169140851931,-2.817156983970547,-1.442360379043217
0.23956630492403463,-2.886169938224707,-1.4688949004810368
0.2619559408919526,-2.8677561952217956,-1.4664517541082374
0.27453228252276324,-2.8250656395165032,-1.4493912528281516
0.288263707584059,-2.8328301160568254,-1.4571375332097303
0.27718592343305876,-2.8784257317490343,-1.4760421399248573
0.2902253154293369,-2.8768126829194487,-1.4790392548844782
0.29172387290914725,-2.879717742906365,-1.4808833603195195
0.27718592343305876,-2.8784257317490343,-1.4760421399248573
0.29322243038895757,-2.882622802893281,-1.482727465754561
0.2948354792185429,-2.869677872127298,-1.4769173457807283
0.2691676699551094,-2.8763271961769106,-1.4726994770100055
0.3047632649054255,-2.87810469407678,-1.4838804752791401
0.2990500933220791,-2.8724387531085815,-1.4794768578124136
0.29172387290914725,-2.879717742906365,-1.4808833603195195
0.29253039732393993,-2.873245277523374,-1.4779783003326032
0.27799244784785143,-2.871953266366043,-1.473137079937941
0.27216478491473006,-2.8821373161507435,-1.4763876878800883
0.2764938903680411,-2.8690482063791265,-1.4712929745028995
0.2867027343908185,-2.883429327308074,-1.4812289082747505
0.27216478491473006,-2.8821373161507435,-1.4763876878800883
0.2852041769110082,-2.880524267321158,-1.479384802839709
0.2852041769110082,-2.880524267321158,-1.479384802839709
0.265645088916591,-2.8829438405655363,-1.474889130400278
